id,title,category,year,publisher,authors,country,era,subject,isbn13,synopsis,source_url,confidence
315,Slobberknocker: My Life in Wrestling,by_wrestler,2017,Sports Publishing,Jim Ross; Paul O'Brien,US,modern,Jim Ross,9781683581871,JR's first memoir on his career through 1999.,https://slamwrestling.net/archives/books/,high
443,Under the Black Hat: My Life in the WWE and Beyond,by_wrestler,2020,Tiller Press,Jim Ross; Paul O'Brien,US,modern,Jim Ross,9781982130534,"Sequel covering JR's 2000s WWE tenure, AEW, and Jan's death.",https://slamwrestling.net/archives/books/,high
647,Top Rope Tuesday: A Wrestling Memoir,by_wrestler,2024,,Tony Schiavone,US,modern,Tony Schiavone,,WCW/AEW announcer's memoir.,,high
569,El Gato Negro,fiction,,Azteca Productions,,US,,,,Wrestling-based comic book,https://en.wikipedia.org/wiki/List_of_wrestling-based_comic_books,medium
584,Misfit Wrestling Federation,fiction,,,,US,,,,Independent comic series,https://en.wikipedia.org/wiki/List_of_wrestling-based_comic_books,medium
583,Sensacional de Luchas,fiction,,Mexican publisher,,Mexico,,,,Mexican multi-wrestler anthology comic,https://en.wikipedia.org/wiki/List_of_wrestling-based_comic_books,medium
582,"Santo, El Enmascarado de Plata",fiction,1952,Editorial Jose G. Cruz,Jose G. Cruz,US,,El Santo,,Long-running Mexican comic that helped create the El Santo legend,https://en.wikipedia.org/wiki/List_of_wrestling-based_comic_books,medium
593,Johnny Cougar,fiction,1965,Tiger (UK comic),,UK,,Johnny Cougar,,British comic strip about a Native American pro wrestler,https://en.wikipedia.org/wiki/List_of_wrestling-based_comic_books,medium
594,Kinnikuman,fiction,1979,Shueisha,Yudetamago,Japan,,,,Long-running Japanese wrestling manga; basis for US M.U.S.C.L.E. figures,https://en.wikipedia.org/wiki/List_of_wrestling-based_comic_books,medium
591,Love and Rockets,fiction,1982,Fantagraphics,Jaime Hernandez,US,,,,Indie comic with prominent Mexican-American wrestler characters (Hoppers 13),https://en.wikipedia.org/wiki/List_of_wrestling-based_comic_books,medium
595,Wanna-Be's,fiction,1986,Shogakukan,Hiroyuki Eto,Japan,,,,Japanese women's wrestling manga,https://en.wikipedia.org/wiki/List_of_wrestling-based_comic_books,medium
570,WWF BattleMania,fiction,1991,Valiant Comics,,US,,WWF,,WWF tie-in series,https://en.wikipedia.org/wiki/List_of_wrestling-based_comic_books,medium
571,World Championship Wrestling,fiction,1992,Marvel Comics,,US,,WCW,,WCW tie-in series,https://en.wikipedia.org/wiki/List_of_wrestling-based_comic_books,medium
587,Sonambulo,fiction,1996,Robot Black Films,Rafael Navarro,US,,,,Luchador detective comic,https://en.wikipedia.org/wiki/List_of_wrestling-based_comic_books,medium
580,Warrior,fiction,1996,Ultimate Creations,Jim Callahan,US,,Ultimate Warrior,,Series by The Ultimate Warrior himself,https://en.wikipedia.org/wiki/List_of_wrestling-based_comic_books,medium
573,Mankind,fiction,1999,Chaos! Comics,,US,,Mick Foley,,Mankind one-shot/special,https://en.wikipedia.org/wiki/List_of_wrestling-based_comic_books,medium
579,Nash,fiction,1999,Image Comics,,US,,Kevin Nash,,Limited series based on Kevin Nash,https://en.wikipedia.org/wiki/List_of_wrestling-based_comic_books,medium
574,Stone Cold Steve Austin,fiction,1999,Chaos! Comics,,US,,Steve Austin,,Steve Austin limited series,https://en.wikipedia.org/wiki/List_of_wrestling-based_comic_books,medium
572,Undertaker,fiction,1999,Chaos! Comics,,US,,Undertaker,,WWF Undertaker series,https://en.wikipedia.org/wiki/List_of_wrestling-based_comic_books,medium
578,10th Muse,fiction,2000,Image Comics,,US,,Sable,,Limited series based on Rena Mero (Sable),https://en.wikipedia.org/wiki/List_of_wrestling-based_comic_books,medium
575,Chyna,fiction,2000,Chaos! Comics,,US,,Chyna,,Chyna special,https://en.wikipedia.org/wiki/List_of_wrestling-based_comic_books,medium
231,Mick Foley's Christmas Chaos,fiction,2000,ReganBooks,Mick Foley,US,,,9780061073335,Children's Christmas storybook by Foley.,https://slamwrestling.net/archives/books/,high
577,The Rock,fiction,2000,Chaos! Comics,,US,,Dwayne Johnson,,The Rock special,https://en.wikipedia.org/wiki/List_of_wrestling-based_comic_books,medium
576,Chyna II,fiction,2001,Chaos! Comics,,US,,Chyna,,"Chyna special, follow-up",https://en.wikipedia.org/wiki/List_of_wrestling-based_comic_books,medium
606,Mick Foley's Halloween Hijinx,fiction,2001,ReganBooks,Mick Foley,US,,,9780061073342,Children's Halloween storybook by Foley.,,high
604,Tietam Brown,fiction,2003,Knopf,Mick Foley,US,,,9781400040476,Foley's debut novel — dark coming-of-age story unrelated to wrestling.,,high
588,El Zombo Fantasma,fiction,2004,Dark Horse Comics,Kevin Munroe,US,,,,Three-issue luchador-zombie miniseries,https://en.wikipedia.org/wiki/List_of_wrestling-based_comic_books,medium
590,The Haunted World of El Superbeasto,fiction,2004,MV Creations,Rob Zombie,US,,,,Comic by Rob Zombie featuring a Mexican luchador,https://en.wikipedia.org/wiki/List_of_wrestling-based_comic_books,medium
589,The Nail,fiction,2004,Dark Horse Comics,Rob Zombie,US,,,,Limited series featuring The Nail wrestling family,https://en.wikipedia.org/wiki/List_of_wrestling-based_comic_books,medium
605,Scooter,fiction,2005,Knopf,Mick Foley,US,,,9781400042111,"Foley's second novel, about a young Yankees fan in the Bronx.",,high
642,Crooked Little Vein,fiction,2007,William Morrow,Warren Ellis,US,,,9780060723934,Comic-book writer's debut novel — a Texas underground tour that includes a pivotal pro-wrestling subplot.,,high
596,Rival Angels,fiction,2008,Self-published webcomic,Alan Evans,US,,,,Long-running women's wrestling webcomic,https://en.wikipedia.org/wiki/List_of_wrestling-based_comic_books,medium
592,Headlocked,fiction,2010,Visionary Comics,Michael Kingston,US,,,,Wrestling drama featuring real-wrestler cameos,https://en.wikipedia.org/wiki/List_of_wrestling-based_comic_books,medium
585,Super Pro K.O!,fiction,2010,Oni Press,Jarrett Williams,US,,,,OGN trilogy about a fictional wrestling promotion,https://en.wikipedia.org/wiki/List_of_wrestling-based_comic_books,medium
599,Wanna Be the Strongest in the World,fiction,2010,Akita Shoten,Sai Madara,Japan,,,,Japanese women's pro wrestling manga,https://en.wikipedia.org/wiki/List_of_wrestling-based_comic_books,medium
600,Andre the Giant: Life and Legend,fiction,2014,First Second,Box Brown,US,,Andre the Giant,,Award-winning graphic biography of Andre the Giant,https://en.wikipedia.org/wiki/List_of_wrestling-based_comic_books,medium
586,Ringside,fiction,2015,Image Comics,Joe Keatinge; Nick Barber,US,,,,Image series following a retired wrestler,https://en.wikipedia.org/wiki/List_of_wrestling-based_comic_books,medium
581,Lucha Underground,fiction,2017,Boom! Studios,,US,,Lucha Underground,,Comic tie-in to El Rey TV series,https://en.wikipedia.org/wiki/List_of_wrestling-based_comic_books,medium
598,Invasion from Planet Wrestletopia,fiction,2018,Suspicious Behavior Productions,Dan Schkade; Ed Kuehnel; Matt Entin,US,,,,Sci-fi wrestling comic,https://en.wikipedia.org/wiki/List_of_wrestling-based_comic_books,medium
597,Glorious Wrestling Alliance,fiction,2019,Graphic Universe,Josh Hicks,US,,,,Indie graphic novel about an indie wrestling fed,https://en.wikipedia.org/wiki/List_of_wrestling-based_comic_books,medium
